ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,ConceptInSource,Entry
TarahumaraCentral-266_kick-1,,TarahumaraCentral,266_kick,rimi-só,rimi-só,r i m i + s ó/o,,Lionnet1985,292,,^r i m i - s ó$,default,,"292 *tɨmu, ""patear"". - O temu; Y tému, МА témmu, TA rimi-só, TR temé."
Tubar-266_kick-1,,Tubar,266_kick,temé.,temé,t e m é/e,,Lionnet1985,292,,^t e m é$,default,,"292 *tɨmu, ""patear"". - O temu; Y tému, МА témmu, TA rimi-só, TR temé."
ProtoSonoran-267_chest-1,,ProtoSonoran,267_chest,*tawi,*tawi,t a w i,,Lionnet1985,280,,^* t a w i$,default,,"280 *tawi, ""pecho"". - Тn tági; O tawa; Y táwi, МА táuwi; Vb tawi-; TA rawí; TA tаmuí-t_""cuerpo ""."
TepehuanNorth-267_chest-1,,TepehuanNorth,267_chest,tági,tági,t á/a g i,,Lionnet1985,280,,^t á g i$,default,,"280 *tawi, ""pecho"". - Тn tági; O tawa; Y táwi, МА táuwi; Vb tawi-; TA rawí; TA tаmuí-t_""cuerpo ""."
Opata-267_chest-1,,Opata,267_chest,tawa,tawa,t a w a,,Lionnet1985,280,,^t a w a$,default,,"280 *tawi, ""pecho"". - Тn tági; O tawa; Y táwi, МА táuwi; Vb tawi-; TA rawí; TA tаmuí-t_""cuerpo ""."
Yaqui-267_chest-1,,Yaqui,267_chest,táwi,táwi,t á/a w i,,Lionnet1985,280,,^t á w i$,default,,"280 *tawi, ""pecho"". - Тn tági; O tawa; Y táwi, МА táuwi; Vb tawi-; TA rawí; TA tаmuí-t_""cuerpo ""."
Mayo-267_chest-1,,Mayo,267_chest,táuwi,táuwi,t áu/au w i,,Lionnet1985,280,,^t áu w i$,default,,"280 *tawi, ""pecho"". - Тn tági; O tawa; Y táwi, МА táuwi; Vb tawi-; TA rawí; TA tаmuí-t_""cuerpo ""."
WarihioLowland-267_chest-1,,WarihioLowland,267_chest,tawi-,tawi-,t a w i,,Lionnet1985,280,,^t a w i -$,default,,"280 *tawi, ""pecho"". - Тn tági; O tawa; Y táwi, МА táuwi; Vb tawi-; TA rawí; TA tаmuí-t_""cuerpo ""."
TarahumaraCentral-267_chest-1,,TarahumaraCentral,267_chest,rawí,rawí,r a w í/i,,Lionnet1985,280,,^r a w í$,default,,"280 *tawi, ""pecho"". - Тn tági; O tawa; Y táwi, МА táuwi; Vb tawi-; TA rawí; TA tаmuí-t_""cuerpo ""."
TarahumaraCentral-267_chest-2,,TarahumaraCentral,267_chest,tamuí-t,tamuí-t,t a m u í/i + t,,Lionnet1985,280,,^t a m uí - t$,default,"cuerpo,","280 *tawi, ""pecho"". - Тn tági; O tawa; Y táwi, МА táuwi; Vb tawi-; TA rawí; TA tаmuí-t_""cuerpo ""."
ProtoSonoran-268_askrequest-1,,ProtoSonoran,268_askrequest,*tani,*tani,t a n i,,Lionnet1985,273,,^* t a n i$,default,,"273 *tani, ""pedir"". - ТЕР taaní-, МА né-tane, TA taní, tá-."
ProtoTepiman-268_askrequest-1,,ProtoTepiman,268_askrequest,taaní-,taaní-,t a a n í/i,,Lionnet1985,273,,^t aa n í -$,default,,"273 *tani, ""pedir"". - ТЕР taaní-, МА né-tane, TA taní, tá-."
Mayo-268_askrequest-1,,Mayo,268_askrequest,né-tane,né-tane,n é/e + t a n e,,Lionnet1985,273,,^n é - t a n e$,default,,"273 *tani, ""pedir"". - ТЕР taaní-, МА né-tane, TA taní, tá-."
TarahumaraCentral-268_askrequest-1,,TarahumaraCentral,268_askrequest,taní,taní,t a n í/i,,Lionnet1985,273,,^t a n í$,default,,"273 *tani, ""pedir"". - ТЕР taaní-, МА né-tane, TA taní, tá-."
TarahumaraCentral-268_askrequest-2,,TarahumaraCentral,268_askrequest,tá-.,tá-,t á/a,,Lionnet1985,273,,^t á -$,default,,"273 *tani, ""pedir"". - ТЕР taaní-, МА né-tane, TA taní, tá-."
ProtoSonoran-269_tocomb-1,,ProtoSonoran,269_tocomb,*cika,*cika,ts i k a,,Lionnet1985,31,,^* c i k a$,default,,"31 *cika, ""peinarse"". - Y cíke, МА cíkke; Vb сí'ihká_""peine "", TA ti-cík-; TR ciká-_""peine""."
Yaqui-269_tocomb-1,,Yaqui,269_tocomb,cíke,cíke,ts í/i k e,,Lionnet1985,31,,^c í k e$,default,,"31 *cika, ""peinarse"". - Y cíke, МА cíkke; Vb сí'ihká_""peine "", TA ti-cík-; TR ciká-_""peine""."
Mayo-269_tocomb-1,,Mayo,269_tocomb,cíkke,cíkke,ts í/i kk/kː e,,Lionnet1985,31,,^c í kk e$,default,,"31 *cika, ""peinarse"". - Y cíke, МА cíkke; Vb сí'ihká_""peine "", TA ti-cík-; TR ciká-_""peine""."
WarihioLowland-269_tocomb-1,,WarihioLowland,269_tocomb,cí'ihká,cí'ihká,ts í/i ʔ i h k á/a,,Lionnet1985,31,,^c í 'i h k á$,default,"peine,","31 *cika, ""peinarse"". - Y cíke, МА cíkke; Vb сí'ihká_""peine "", TA ti-cík-; TR ciká-_""peine""."
TarahumaraCentral-269_tocomb-1,,TarahumaraCentral,269_tocomb,ti-cík-,ti-cík-,t i + ts í/i k,,Lionnet1985,31,,^t i - c í k -$,default,,"31 *cika, ""peinarse"". - Y cíke, МА cíkke; Vb сí'ihká_""peine "", TA ti-cík-; TR ciká-_""peine""."
Tubar-269_tocomb-1,,Tubar,269_tocomb,ciká-,ciká-,ts i k á/a,,Lionnet1985,31,,^c i k á -$,default,peine,"31 *cika, ""peinarse"". - Y cíke, МА cíkke; Vb сí'ihká_""peine "", TA ti-cík-; TR ciká-_""peine""."
ProtoSonoran-270_hairwool-1,,ProtoSonoran,270_hairwool,*powa,*powa,p o w a,,Lionnet1985,216,,^* p o w a$,default,,"216 *роwа, ""pelo, lana"". - ТЕР vорó; O bogwa; Y bоóа, МА bóugwa-m; Vb ро'owá, Va ро'á, TA bо'wá; TR womó-r,"
ProtoTepiman-270_hairwool-1,,ProtoTepiman,270_hairwool,vopó,vopó,v o p ó/o,,Lionnet1985,216,,^v o p ó$,default,,"216 *роwа, ""pelo, lana"". - ТЕР vорó; O bogwa; Y bоóа, МА bóugwa-m; Vb ро'owá, Va ро'á, TA bо'wá; TR womó-r,"
Opata-270_hairwool-1,,Opata,270_hairwool,bogwa,bogwa,b o gʷ a,,Lionnet1985,216,,^b o gw a$,default,,"216 *роwа, ""pelo, lana"". - ТЕР vорó; O bogwa; Y bоóа, МА bóugwa-m; Vb ро'owá, Va ро'á, TA bо'wá; TR womó-r,"
Yaqui-270_hairwool-1,,Yaqui,270_hairwool,boóa,boóa,b o ó/o a,,Lionnet1985,216,,^b o ó a$,default,,"216 *роwа, ""pelo, lana"". - ТЕР vорó; O bogwa; Y bоóа, МА bóugwa-m; Vb ро'owá, Va ро'á, TA bо'wá; TR womó-r,"
Mayo-270_hairwool-1,,Mayo,270_hairwool,bóugwa-m,bóugwa-m,b ó/o u gʷ a + m,,Lionnet1985,216,,^b ó u gw a - m$,default,,"216 *роwа, ""pelo, lana"". - ТЕР vорó; O bogwa; Y bоóа, МА bóugwa-m; Vb ро'owá, Va ро'á, TA bо'wá; TR womó-r,"
WarihioLowland-270_hairwool-1,,WarihioLowland,270_hairwool,po'owá,po'owá,p o ʔ o w á/a,,Lionnet1985,216,,^p o 'o w á$,default,,"216 *роwа, ""pelo, lana"". - ТЕР vорó; O bogwa; Y bоóа, МА bóugwa-m; Vb ро'owá, Va ро'á, TA bо'wá; TR womó-r,"
WarihioHighland-270_hairwool-1,,WarihioHighland,270_hairwool,po'á,po'á,p o á/a,,Lionnet1985,216,,^p o 'á$,default,,"216 *роwа, ""pelo, lana"". - ТЕР vорó; O bogwa; Y bоóа, МА bóugwa-m; Vb ро'owá, Va ро'á, TA bо'wá; TR womó-r,"
TarahumaraCentral-270_hairwool-1,,TarahumaraCentral,270_hairwool,bo'wá,bo'wá,b o ʔ w á/a,,Lionnet1985,216,,^b o 'w á$,default,,"216 *роwа, ""pelo, lana"". - ТЕР vорó; O bogwa; Y bоóа, МА bóugwa-m; Vb ро'owá, Va ро'á, TA bо'wá; TR womó-r,"
Tubar-270_hairwool-1,,Tubar,270_hairwool,womó-r,womó-r,w o m ó/o + r,,Lionnet1985,216,,^w o m ó - r$,default,,"216 *роwа, ""pelo, lana"". - ТЕР vорó; O bogwa; Y bоóа, МА bóugwa-m; Vb ро'owá, Va ро'á, TA bо'wá; TR womó-r,"
ProtoSonoran-271_penis-1,,ProtoSonoran,271_penis,*pisa,*pisa,p i s a,,Lionnet1985,201,,^* p i s a$,default,,"201 *pisa, ""реnе"". - Р wiha, PI via; Vb piisá, pihsá, Va pisá, TA bisá; TR wisá-t."
TohonoOdam-271_penis-1,,TohonoOdam,271_penis,wiha,wiha,w i h a,,Lionnet1985,201,,^w i h a$,default,,"201 *pisa, ""реnе"". - Р wiha, PI via; Vb piisá, pihsá, Va pisá, TA bisá; TR wisá-t."
SonoraPimaBajo-271_penis-1,,SonoraPimaBajo,271_penis,via,via,v i/j a,,Lionnet1985,201,,^v ia$,default,,"201 *pisa, ""реnе"". - Р wiha, PI via; Vb piisá, pihsá, Va pisá, TA bisá; TR wisá-t."
WarihioLowland-271_penis-1,,WarihioLowland,271_penis,piisá,piisá,p i i s á/a,,Lionnet1985,201,,^p ii s á$,default,,"201 *pisa, ""реnе"". - Р wiha, PI via; Vb piisá, pihsá, Va pisá, TA bisá; TR wisá-t."
WarihioLowland-271_penis-2,,WarihioLowland,271_penis,pihsá,pihsá,p i h s á/a,,Lionnet1985,201,,^p i hs á$,default,,"201 *pisa, ""реnе"". - Р wiha, PI via; Vb piisá, pihsá, Va pisá, TA bisá; TR wisá-t."
WarihioHighland-271_penis-1,,WarihioHighland,271_penis,pisá,pisá,p i s á/a,,Lionnet1985,201,,^p i s á$,default,,"201 *pisa, ""реnе"". - Р wiha, PI via; Vb piisá, pihsá, Va pisá, TA bisá; TR wisá-t."
TarahumaraCentral-271_penis-1,,TarahumaraCentral,271_penis,bisá,bisá,b i s á/a,,Lionnet1985,201,,^b i s á$,default,,"201 *pisa, ""реnе"". - Р wiha, PI via; Vb piisá, pihsá, Va pisá, TA bisá; TR wisá-t."
Tubar-271_penis-1,,Tubar,271_penis,wisá-t.,wisá-t,w i s á/a + t,,Lionnet1985,201,,^w i s á - t$,default,,"201 *pisa, ""реnе"". - Р wiha, PI via; Vb piisá, pihsá, Va pisá, TA bisá; TR wisá-t."
ProtoSonoran-272_loseinagame-1,,ProtoSonoran,272_loseinagame,*kowi,*kowi,k o w i,,Lionnet1985,98,,^* k o w i$,default,,"98 *kowi, ""perder еn el juego"". - Еn kóbe-; МА koóbe-."
EudeveNorth-272_loseinagame-1,,EudeveNorth,272_loseinagame,kóbe-,kóbe-,k ó/o b e,,Lionnet1985,98,,^k ó b e -$,default,,"98 *kowi, ""perder еn el juego"". - Еn kóbe-; МА koóbe-."
Mayo-272_loseinagame-1,,Mayo,272_loseinagame,koóbe-.,koóbe-,k o ó/o b e,,Lionnet1985,98,,^k o ó b e -$,default,,"98 *kowi, ""perder еn el juego"". - Еn kóbe-; МА koóbe-."
ProtoSonoran-273_dog-1,,ProtoSonoran,273_dog,cu,cu,ts u,,Lionnet1985,45,,^c u$,default,,"45 сu, ""perro"". - Y.MA сuú'u; Vb cuhcúri, TA curí_""perrito""; TR сu-сú."
Yaqui-273_dog-1,,Yaqui,273_dog,cuú'u,cuú'u,ts u ú/u ʔ u,,Lionnet1985,45,,^c uú 'u$,default,,"45 сu, ""perro"". - Y.MA сuú'u; Vb cuhcúri, TA curí_""perrito""; TR сu-сú."
Mayo-273_dog-1,,Mayo,273_dog,cuú'u,cuú'u,ts u ú/u ʔ u,,Lionnet1985,45,,^c uú 'u$,default,,"45 сu, ""perro"". - Y.MA сuú'u; Vb cuhcúri, TA curí_""perrito""; TR сu-сú."
WarihioLowland-273_dog-1,,WarihioLowland,273_dog,cuhcúri,cuhcúri,ts u h ts ú/u r i,,Lionnet1985,45,,^c u h c ú r i$,default,,"45 сu, ""perro"". - Y.MA сuú'u; Vb cuhcúri, TA curí_""perrito""; TR сu-сú."
TarahumaraCentral-273_dog-1,,TarahumaraCentral,273_dog,curí,curí,ts u r í/i,,Lionnet1985,45,,^c u r í$,default,perrito,"45 сu, ""perro"". - Y.MA сuú'u; Vb cuhcúri, TA curí_""perrito""; TR сu-сú."
Tubar-273_dog-1,,Tubar,273_dog,cu-cú.,cu-cú,ts u + ts ú/u,,Lionnet1985,45,,^c u - c ú$,default,,"45 сu, ""perro"". - Y.MA сuú'u; Vb cuhcúri, TA curí_""perrito""; TR сu-сú."
ProtoSonoran-274_pursue-1,,ProtoSonoran,274_pursue,*narɨ,*narɨ,n a r ɨ,,Lionnet1985,168,,^* n a r ɨ$,default,,"168 *narɨ, ""perseguir"". - O nare, En náre-; Va na'-nári-."
Opata-274_pursue-1,,Opata,274_pursue,nare,nare,n a r e,,Lionnet1985,168,,^n a r e$,default,,"168 *narɨ, ""perseguir"". - O nare, En náre-; Va na'-nári-."
EudeveNorth-274_pursue-1,,EudeveNorth,274_pursue,náre-,náre-,n á/a r e,,Lionnet1985,168,,^n á r e -$,default,,"168 *narɨ, ""perseguir"". - O nare, En náre-; Va na'-nári-."
WarihioHighland-274_pursue-1,,WarihioHighland,274_pursue,na'-nári-.,na'-nári-,n a ʔ + n á/a r i,,Lionnet1985,168,,^n a ' - n á r i -$,default,,"168 *narɨ, ""perseguir"". - O nare, En náre-; Va na'-nári-."
ProtoSonoran-275_heavy-1,,ProtoSonoran,275_heavy,*pɨtɨ,*pɨtɨ,p ɨ t ɨ,,Lionnet1985,206,,^* p ɨ t ɨ$,default,,"206 *рɨtɨ, ""pesado"". - ТЕР víɨtɨ; O vette-a, Еn bеté-еn; Y béte-, МА bétte; Vb -реhté, Va pehté-, TA beté, bе'té."
ProtoTepiman-275_heavy-1,,ProtoTepiman,275_heavy,víɨtɨ,víɨtɨ,v íɨ/iɨ t ɨ,,Lionnet1985,206,,^v íɨ t ɨ$,default,,"206 *рɨtɨ, ""pesado"". - ТЕР víɨtɨ; O vette-a, Еn bеté-еn; Y béte-, МА bétte; Vb -реhté, Va pehté-, TA beté, bе'té."
Opata-275_heavy-1,,Opata,275_heavy,vette-a,vette-a,v e tt/tː e + a,,Lionnet1985,206,,^v e tt e - a$,default,,"206 *рɨtɨ, ""pesado"". - ТЕР víɨtɨ; O vette-a, Еn bеté-еn; Y béte-, МА bétte; Vb -реhté, Va pehté-, TA beté, bе'té."
EudeveNorth-275_heavy-1,,EudeveNorth,275_heavy,beté-en,beté-en,b e t é/e + e n,,Lionnet1985,206,,^b e t é - e n$,default,,"206 *рɨtɨ, ""pesado"". - ТЕР víɨtɨ; O vette-a, Еn bеté-еn; Y béte-, МА bétte; Vb -реhté, Va pehté-, TA beté, bе'té."
Yaqui-275_heavy-1,,Yaqui,275_heavy,béte-,béte-,b é/e t e,,Lionnet1985,206,,^b é t e -$,default,,"206 *рɨtɨ, ""pesado"". - ТЕР víɨtɨ; O vette-a, Еn bеté-еn; Y béte-, МА bétte; Vb -реhté, Va pehté-, TA beté, bе'té."
Mayo-275_heavy-1,,Mayo,275_heavy,bétte,bétte,b é/e tt/tː e,,Lionnet1985,206,,^b é tt e$,default,,"206 *рɨtɨ, ""pesado"". - ТЕР víɨtɨ; O vette-a, Еn bеté-еn; Y béte-, МА bétte; Vb -реhté, Va pehté-, TA beté, bе'té."
WarihioLowland-275_heavy-1,,WarihioLowland,275_heavy,-pehté,-pehté,p e h t é/e,,Lionnet1985,206,,^- p e h t é$,default,,"206 *рɨtɨ, ""pesado"". - ТЕР víɨtɨ; O vette-a, Еn bеté-еn; Y béte-, МА bétte; Vb -реhté, Va pehté-, TA beté, bе'té."
WarihioHighland-275_heavy-1,,WarihioHighland,275_heavy,pehté-,pehté-,p e h t é/e,,Lionnet1985,206,,^p e h t é -$,default,,"206 *рɨtɨ, ""pesado"". - ТЕР víɨtɨ; O vette-a, Еn bеté-еn; Y béte-, МА bétte; Vb -реhté, Va pehté-, TA beté, bе'té."
TarahumaraCentral-275_heavy-1,,TarahumaraCentral,275_heavy,beté,beté,b e t é/e,,Lionnet1985,206,,^b e t é$,default,,"206 *рɨtɨ, ""pesado"". - ТЕР víɨtɨ; O vette-a, Еn bеté-еn; Y béte-, МА bétte; Vb -реhté, Va pehté-, TA beté, bе'té."
TarahumaraCentral-275_heavy-2,,TarahumaraCentral,275_heavy,be'té.,be'té,b e ʔ t é/e,,Lionnet1985,206,,^b e 't é$,default,,"206 *рɨtɨ, ""pesado"". - ТЕР víɨtɨ; O vette-a, Еn bеté-еn; Y béte-, МА bétte; Vb -реhté, Va pehté-, TA beté, bе'té."
ProtoSonoran-276_fish-1,,ProtoSonoran,276_fish,*kucu,*kucu,k u ts u,,Lionnet1985,103,,^* k u c u$,default,,"103 *kucu, ""реsсаdо"". - O kucu, En kucú-t; Y kúcu, МА kútcu; TA kucú_""clase dе реsсаdо""; TR kicú-t."
Opata-276_fish-1,,Opata,276_fish,kucu,kucu,k u ts u,,Lionnet1985,103,,^k u c u$,default,,"103 *kucu, ""реsсаdо"". - O kucu, En kucú-t; Y kúcu, МА kútcu; TA kucú_""clase dе реsсаdо""; TR kicú-t."
EudeveNorth-276_fish-1,,EudeveNorth,276_fish,kucú-t,kucú-t,k u ts ú/u + t,,Lionnet1985,103,,^k u c ú - t$,default,,"103 *kucu, ""реsсаdо"". - O kucu, En kucú-t; Y kúcu, МА kútcu; TA kucú_""clase dе реsсаdо""; TR kicú-t."
Yaqui-276_fish-1,,Yaqui,276_fish,kúcu,kúcu,k ú/u ts u,,Lionnet1985,103,,^k ú c u$,default,,"103 *kucu, ""реsсаdо"". - O kucu, En kucú-t; Y kúcu, МА kútcu; TA kucú_""clase dе реsсаdо""; TR kicú-t."
Mayo-276_fish-1,,Mayo,276_fish,kútcu,kútcu,k ú/u t ts u,,Lionnet1985,103,,^k ú t c u$,default,,"103 *kucu, ""реsсаdо"". - O kucu, En kucú-t; Y kúcu, МА kútcu; TA kucú_""clase dе реsсаdо""; TR kicú-t."
TarahumaraCentral-276_fish-1,,TarahumaraCentral,276_fish,kucú,kucú,k u ts ú/u,,Lionnet1985,103,,^k u c ú$,default,clase de pescado,"103 *kucu, ""реsсаdо"". - O kucu, En kucú-t; Y kúcu, МА kútcu; TA kucú_""clase dе реsсаdо""; TR kicú-t."
Tubar-276_fish-1,,Tubar,276_fish,kicú-t.,kicú-t,k i ts ú/u + t,,Lionnet1985,103,,^k i c ú - t$,default,,"103 *kucu, ""реsсаdо"". - O kucu, En kucú-t; Y kúcu, МА kútcu; TA kucú_""clase dе реsсаdо""; TR kicú-t."
ProtoSonoran-277_sting-1,,ProtoSonoran,277_sting,*hu,*hu,h u,,Lionnet1985,64,,^*h u$,default,,"64 *hu, ""picar"". - ТЕР 'u'ú-i_""flecha""; Еn hu-mát _""carcaj "", Es hu-; Y hú-iwa, МА hú-igwa_""flecha""; Vb hú'u-wа_""flecha""."
ProtoTepiman-277_sting-1,,ProtoTepiman,277_sting,'u'ú-i,'u'ú-i,u ʔ ú/u + i,,Lionnet1985,64,,^'u 'ú - i$,default,flecha,"64 *hu, ""picar"". - ТЕР 'u'ú-i_""flecha""; Еn hu-mát _""carcaj "", Es hu-; Y hú-iwa, МА hú-igwa_""flecha""; Vb hú'u-wа_""flecha""."
EudeveNorth-277_sting-1,,EudeveNorth,277_sting,hu-mát,hu-mát,h u + m á/a t,,Lionnet1985,64,,^h u - m á t$,default,"carcaj,","64 *hu, ""picar"". - ТЕР 'u'ú-i_""flecha""; Еn hu-mát _""carcaj "", Es hu-; Y hú-iwa, МА hú-igwa_""flecha""; Vb hú'u-wа_""flecha""."
EudeveSouth-277_sting-1,,EudeveSouth,277_sting,hu-,hu-,h u,,Lionnet1985,64,,^h u -$,default,,"64 *hu, ""picar"". - ТЕР 'u'ú-i_""flecha""; Еn hu-mát _""carcaj "", Es hu-; Y hú-iwa, МА hú-igwa_""flecha""; Vb hú'u-wа_""flecha""."
Yaqui-277_sting-1,,Yaqui,277_sting,hú-iwa,hú-iwa,h ú/u + i w a,,Lionnet1985,64,,^h ú - i w a$,default,,"64 *hu, ""picar"". - ТЕР 'u'ú-i_""flecha""; Еn hu-mát _""carcaj "", Es hu-; Y hú-iwa, МА hú-igwa_""flecha""; Vb hú'u-wа_""flecha""."
Mayo-277_sting-1,,Mayo,277_sting,hú-igwa,hú-igwa,h ú/u + i gʷ a,,Lionnet1985,64,,^h ú - i gw a$,default,flecha,"64 *hu, ""picar"". - ТЕР 'u'ú-i_""flecha""; Еn hu-mát _""carcaj "", Es hu-; Y hú-iwa, МА hú-igwa_""flecha""; Vb hú'u-wа_""flecha""."
WarihioLowland-277_sting-1,,WarihioLowland,277_sting,hú'u-wa,hú'u-wa,h ú/u ʔ u + w a,,Lionnet1985,64,,^h ú 'u - w a$,default,flecha,"64 *hu, ""picar"". - ТЕР 'u'ú-i_""flecha""; Еn hu-mát _""carcaj "", Es hu-; Y hú-iwa, МА hú-igwa_""flecha""; Vb hú'u-wа_""flecha""."
ProtoSonoran-277_sting-2,,ProtoSonoran,277_sting,*tɨk-so,*tɨk-so,t ɨ k + s o,,Lionnet1985,289,,^* t ɨ k - s o$,default,,"289 *tɨk-so, ""picar"". - O tesso-a_""punzar""; Еn tékso-_""picar"", hi-tékso-rat_""bordón""; TA tesó_""apoyarse еn el bordón""."
Opata-277_sting-1,,Opata,277_sting,tesso-a,tesso-a,t e ss/sː o + a,,Lionnet1985,289,,^t e ss o - a$,default,punzar,"289 *tɨk-so, ""picar"". - O tesso-a_""punzar""; Еn tékso-_""picar"", hi-tékso-rat_""bordón""; TA tesó_""apoyarse еn el bordón""."
EudeveNorth-277_sting-2,,EudeveNorth,277_sting,tékso-,tékso-,t é/e k s o,,Lionnet1985,289,,^t é ks o -$,default,picar,"289 *tɨk-so, ""picar"". - O tesso-a_""punzar""; Еn tékso-_""picar"", hi-tékso-rat_""bordón""; TA tesó_""apoyarse еn el bordón""."
EudeveNorth-277_sting-3,,EudeveNorth,277_sting,hi-tékso-rat,hi-tékso-rat,h i + t é/e k s o + r a t,,Lionnet1985,289,,^h i - t é ks o - r a t$,default,bordón,"289 *tɨk-so, ""picar"". - O tesso-a_""punzar""; Еn tékso-_""picar"", hi-tékso-rat_""bordón""; TA tesó_""apoyarse еn el bordón""."
TarahumaraCentral-277_sting-1,,TarahumaraCentral,277_sting,tesó,tesó,t e s ó/o,,Lionnet1985,289,,^t e s ó$,default,apoyarse en el bordón,"289 *tɨk-so, ""picar"". - O tesso-a_""punzar""; Еn tékso-_""picar"", hi-tékso-rat_""bordón""; TA tesó_""apoyarse еn el bordón""."
ProtoSonoran-278_foot-1,,ProtoSonoran,278_foot,*tara,*tara,t a r a,,Lionnet1985,276,,^* t a r a$,default,,"276 *tara, ""pie"". - ТЕР tára; O tara, En tára-; Vb taará, Va talá, TA rará_""рlаntа del pie""."
ProtoTepiman-278_foot-1,,ProtoTepiman,278_foot,tára,tára,t á/a r a,,Lionnet1985,276,,^t á r a$,default,,"276 *tara, ""pie"". - ТЕР tára; O tara, En tára-; Vb taará, Va talá, TA rará_""рlаntа del pie""."
Opata-278_foot-1,,Opata,278_foot,tara,tara,t a r a,,Lionnet1985,276,,^t a r a$,default,,"276 *tara, ""pie"". - ТЕР tára; O tara, En tára-; Vb taará, Va talá, TA rará_""рlаntа del pie""."
EudeveNorth-278_foot-1,,EudeveNorth,278_foot,tára-,tára-,t á/a r a,,Lionnet1985,276,,^t á r a -$,default,,"276 *tara, ""pie"". - ТЕР tára; O tara, En tára-; Vb taará, Va talá, TA rará_""рlаntа del pie""."
WarihioLowland-278_foot-1,,WarihioLowland,278_foot,taará,taará,t a a r á/a,,Lionnet1985,276,,^t aa r á$,default,,"276 *tara, ""pie"". - ТЕР tára; O tara, En tára-; Vb taará, Va talá, TA rará_""рlаntа del pie""."
WarihioHighland-278_foot-1,,WarihioHighland,278_foot,talá,talá,t a l á/a,,Lionnet1985,276,,^t a l á$,default,,"276 *tara, ""pie"". - ТЕР tára; O tara, En tára-; Vb taará, Va talá, TA rará_""рlаntа del pie""."
TarahumaraCentral-278_foot-1,,TarahumaraCentral,278_foot,rará,rará,r a r á/a,,Lionnet1985,276,,^r a r á$,default,planta del pie,"276 *tara, ""pie"". - ТЕР tára; O tara, En tára-; Vb taará, Va talá, TA rará_""рlаntа del pie""."
ProtoSonoran-278_foot-2,,ProtoSonoran,278_foot,*woki,*woki,w o k i,,Lionnet1985,348,,^*w o k i$,default,,"348 *woki, ""pie"". - ТЕР góokui~i_""huella""; Y woóki, МА gwókki-m; TR nyokí-r."
ProtoTepiman-278_foot-2,,ProtoTepiman,278_foot,góokui-i,góokui-i,g ó/o o k ui + i,,Lionnet1985,348,,^g ó o k ui - i$,default,huella,"348 *woki, ""pie"". - ТЕР góokui~i_""huella""; Y woóki, МА gwókki-m; TR nyokí-r."
Yaqui-278_foot-1,,Yaqui,278_foot,woóki,woóki,w o ó/o k i,,Lionnet1985,348,,^w o ó k i$,default,,"348 *woki, ""pie"". - ТЕР góokui~i_""huella""; Y woóki, МА gwókki-m; TR nyokí-r."
Mayo-278_foot-1,,Mayo,278_foot,gwókki-m,gwókki-m,gʷ ó/o kk/kː i + m,,Lionnet1985,348,,^gw ó kk i - m$,default,,"348 *woki, ""pie"". - ТЕР góokui~i_""huella""; Y woóki, МА gwókki-m; TR nyokí-r."
Tubar-278_foot-1,,Tubar,278_foot,nyokí-r.,nyokí-r,n y/j o k í/i + r,,Lionnet1985,348,,^n yo k í - r$,default,,"348 *woki, ""pie"". - ТЕР góokui~i_""huella""; Y woóki, МА gwókki-m; TR nyokí-r."
ProtoSonoran-279_stone-1,,ProtoSonoran,279_stone,*tɨ,*tɨ,t ɨ,,Lionnet1985,283,,^* t ɨ$,default,,"283 *tɨ, ""piedra"". - O te-t, Еn té-t; Y té-ta, МА té-tta; Vb.Va te-hté, TA rе-té; TR te-tá-t, te-rá-t."
Opata-279_stone-1,,Opata,279_stone,te-t,te-t,t e + t,,Lionnet1985,283,,^t e - t$,default,,"283 *tɨ, ""piedra"". - O te-t, Еn té-t; Y té-ta, МА té-tta; Vb.Va te-hté, TA rе-té; TR te-tá-t, te-rá-t."
EudeveNorth-279_stone-1,,EudeveNorth,279_stone,té-t,té-t,t é/e + t,,Lionnet1985,283,,^t é - t$,default,,"283 *tɨ, ""piedra"". - O te-t, Еn té-t; Y té-ta, МА té-tta; Vb.Va te-hté, TA rе-té; TR te-tá-t, te-rá-t."
Yaqui-279_stone-1,,Yaqui,279_stone,té-ta,té-ta,t é/e + t a,,Lionnet1985,283,,^t é - t a$,default,,"283 *tɨ, ""piedra"". - O te-t, Еn té-t; Y té-ta, МА té-tta; Vb.Va te-hté, TA rе-té; TR te-tá-t, te-rá-t."
Mayo-279_stone-1,,Mayo,279_stone,té-tta,té-tta,t é/e + tt/tː a,,Lionnet1985,283,,^t é - tt a$,default,,"283 *tɨ, ""piedra"". - O te-t, Еn té-t; Y té-ta, МА té-tta; Vb.Va te-hté, TA rе-té; TR te-tá-t, te-rá-t."
WarihioLowland-279_stone-1,,WarihioLowland,279_stone,te-hté,te-hté,t e + h t é/e,,Lionnet1985,283,,^t e - h t é$,default,,"283 *tɨ, ""piedra"". - O te-t, Еn té-t; Y té-ta, МА té-tta; Vb.Va te-hté, TA rе-té; TR te-tá-t, te-rá-t."
